,geo_adj_score,cell_type
697,0.421642045143201,Alpha
698,0.483043308969375,Beta
699,0.257230986409688,Beta
700,0.800478262399186,Beta
701,0.681466337649617,Beta
702,0.375467651195442,Alpha
703,0.678393595797763,Alpha
704,0.90588693654855,Alpha
705,1.09853845808544,Beta
706,0.597328880349497,Alpha
707,0.29384870509231,Beta
708,0.460774845020911,Alpha
709,0.21984690855473,Beta
710,0.55158899236521,Alpha
711,1.29475425050177,Beta
712,0.770607022057725,Alpha
713,0.212468876021406,Beta
714,0.40028582310059,Beta
715,1.15868803236966,Alpha
716,0.342943976376924,Alpha
717,0.649712176267628,Beta
718,0.89292459379241,Alpha
719,0.446969720018756,Alpha
720,0.582928126277491,Alpha
721,0.514289208866606,Beta
722,0.707260519827723,Beta
723,1.04153103339312,Beta
724,0.233498193754483,Alpha
725,0.302352050813854,Beta
726,0.833184109686386,Beta
727,0.785751562600444,Beta
728,0.202157716826428,Alpha
729,0.162300145529785,Beta
730,0.613702614836177,Beta
731,0.123487511253427,Alpha
732,0.808727939857901,Beta
733,0.405151295132975,Alpha
734,0.42705174513667,Beta
735,0.930382335089427,Alpha
736,1.41310873623815,Beta
737,0.878212640369619,Alpha
738,0.0732524973621865,Beta
739,0.0772772908199546,Beta
740,0.721455100029241,Alpha
741,0.66903135492327,Beta
742,0.337709798600758,Beta
743,0.276501126522705,Alpha
744,0.13345657588247,Beta
745,0.360433624664702,Alpha
746,0.591199240853878,Alpha
747,0.237657391636512,Beta
748,0.0305300666541822,Alpha
749,0.945335281327367,Alpha
750,1.16126305050617,Alpha
751,0.792697147056399,Alpha
752,1.14976248111089,Alpha
753,0.0631883578214521,Beta
754,0.397697789045013,Beta
755,0.339124421068238,Alpha
756,1.04555049194184,Alpha
757,0.28082429634242,Beta
758,1.22180547560198,Beta
759,0.664391012716842,Alpha
760,0.467141746980735,Stellate
761,0.925702001112633,Alpha
762,0.259215614389011,Beta
763,1.17131607548789,Alpha
764,0.797047933431678,Beta
765,1.04757222805256,Alpha
766,0.444286460896476,Alpha
767,0.85083702668502,Beta
768,0.338043932103177,Alpha
769,0.57235144481794,Alpha
770,0.709532222982684,Alpha
771,0.278488997164231,Alpha
772,0.190754533491742,Beta
773,0.306860851952632,Beta
774,1.03822213144112,Alpha
775,1.10246107496327,Alpha
776,0.80650781416293,Alpha
777,0.729151825712657,Alpha
778,0.653532932364681,Alpha
779,1.26362714070906,Alpha
780,0.88545502865941,Beta
781,1.38782046910028,Beta
782,0.377185447550526,Beta
783,1.47987429772245,Beta
784,0.261933032165861,Beta
785,1.09738504829214,Beta
786,0.38129736973507,Alpha
787,0.707539413692603,Beta
788,0.428870306271219,Alpha
789,1.20794773860701,Stellate
790,1.06389378530268,Beta
791,0.276948444855333,Beta
792,0.646069147496596,Alpha
793,1.34208190781818,Beta
794,1.2431369653313,Alpha
795,0.794931659467455,Alpha
796,0.300420528710754,Alpha
797,0.368229809402219,Alpha
798,0.724935629556472,Beta
799,0.462072123603393,Alpha
800,0.550622203543129,Alpha
801,0.651661236071215,Alpha
802,1.48075137615434,Alpha
803,1.18398595865491,Beta
804,0.702369170114449,Alpha
805,0.329383366041036,Beta
806,0.796256904307869,Alpha
807,0.880304046820298,Beta
808,0.330494208743166,Alpha
809,0.482860450361099,Alpha
810,0.594557758831293,Alpha
811,0.982051427008241,Alpha
812,1.044496888131,Alpha
813,1.42848665188175,Beta
814,1.06351487419289,Beta
815,0.46497566585881,Beta
816,0.552639034967778,Beta
817,0.521359442973944,Beta
818,0.43224785718499,Beta
